Date,Non ESG EM (Adjusted),ESG EM (Raw),ESG EM (Adjusted)
16-Feb-22,1244.19,1333.19,1441.19
17-Feb-22,1242.92,1331.92,1455.92
18-Feb-22,1231.77,1320.77,1603.77
21-Feb-22,1219.46,1308.46,1529.46
22-Feb-22,1206.63,1295.63,1748.63
23-Feb-22,1206.86,1295.86,1509.86
24-Feb-22,1154.86,1243.86,1684.86
25-Feb-22,1171.99,1260.99,1666.99
28-Feb-22,1171.31,1260.31,1697.31
1-Mar-22,1176.43,1265.43,1475.43
2-Mar-22,1168.41,1257.41,1421.41
3-Mar-22,1172.56,1261.56,1683.56
4-Mar-22,1144.91,1233.91,1447.91
7-Mar-22,1107.3,1196.3,1563.3
8-Mar-22,1096.05,1185.05,1470.05
9-Mar-22,1090.67,1179.67,1392.67
10-Mar-22,1102.74,1191.74,1436.74
11-Mar-22,1085.66,1174.66,1611.66
14-Mar-22,1055.01,1144.01,1568.01
15-Mar-22,1026.77,1115.77,1315.77
16-Mar-22,1081,1170,1364
17-Mar-22,1120.93,1209.93,1417.93
18-Mar-22,1122.98,1211.98,1377.98
21-Mar-22,1115.26,1204.26,1389.26
22-Mar-22,1131.41,1220.41,1345.41
23-Mar-22,1140.72,1229.72,1337.72
24-Mar-22,1136.95,1225.95,1464.95
25-Mar-22,1125.01,1214.01,1548.01
28-Mar-22,1124.82,1213.82,1571.82
29-Mar-22,1136.45,1225.45,1420.45
30-Mar-22,1149.3,1238.3,1491.3
31-Mar-22,1141.79,1230.79,1574.79
1-Apr-22,1145.85,1234.85,1444.85
4-Apr-22,1161.65,1250.65,1701.65
5-Apr-22,1156.75,1245.75,1449.75
6-Apr-22,1142.5,1231.5,1527.5
7-Apr-22,1126.06,1215.06,1317.06
8-Apr-22,1127.93,1216.93,1540.93
11-Apr-22,1111.76,1200.76,1394.76
12-Apr-22,1110.4,1199.4,1396.4
13-Apr-22,1119.32,1208.32,1589.32
14-Apr-22,1117.36,1206.36,1445.36
15-Apr-22,1112.9,1201.9,1453.9
18-Apr-22,1106.68,1195.68,1302.68
19-Apr-22,1096,1185,1630
20-Apr-22,1095.63,1184.63,1288.63
21-Apr-22,1086.93,1175.93,1584.93
22-Apr-22,1075.6,1164.6,1343.6
25-Apr-22,1046.04,1135.04,1424.04
26-Apr-22,1049.39,1138.39,1377.39
27-Apr-22,1043.74,1132.74,1291.74
28-Apr-22,1053.82,1142.82,1271.82
29-Apr-22,1076.19,1165.19,1325.19
2-May-22,1072.56,1161.56,1545.56
3-May-22,1069.24,1158.24,1467.24
4-May-22,1063.84,1152.84,1577.84
5-May-22,1058.72,1147.72,1631.72
6-May-22,1031.5,1120.5,1584.5
9-May-22,1014.68,1103.68,1342.68
10-May-22,1007.22,1096.22,1490.22
11-May-22,1011.22,1100.22,1320.22
12-May-22,987.82,1076.82,1389.82
13-May-22,1004.52,1093.52,1310.52
16-May-22,1007.5,1096.5,1221.5
17-May-22,1030.83,1119.83,1463.83
18-May-22,1033.19,1122.19,1251.19
19-May-22,1014.89,1103.89,1478.89
20-May-22,1035.31,1124.31,1361.31
23-May-22,1034.51,1123.51,1267.51
24-May-22,1016.99,1105.99,1329.99
25-May-22,1019.59,1108.59,1277.59
26-May-22,1022.96,1111.96,1230.96
27-May-22,1043.17,1132.17,1533.17
30-May-22,1065.09,1154.09,1607.09
31-May-22,1077.67,1166.67,1323.67
1-Jun-22,1067.86,1156.86,1433.86
2-Jun-22,1061.44,1150.44,1462.44
3-Jun-22,1060.74,1149.74,1642.74
6-Jun-22,1071.33,1160.33,1336.33
7-Jun-22,1061.02,1150.02,1634.02
8-Jun-22,1073.74,1162.74,1650.74
9-Jun-22,1067.15,1156.15,1283.15
10-Jun-22,1054.64,1143.64,1431.64
13-Jun-22,1016.46,1105.46,1572.46
14-Jun-22,1017.87,1106.87,1211.87
15-Jun-22,1020.1,1109.1,1441.1
16-Jun-22,1008.11,1097.11,1449.11
17-Jun-22,1004.63,1093.63,1234.63
20-Jun-22,1000.42,1089.42,1483.42
21-Jun-22,1016.98,1105.98,1548.98
22-Jun-22,993.59,1082.59,1419.59
23-Jun-22,995.34,1084.34,1383.34
24-Jun-22,1011.18,1100.18,1401.18
27-Jun-22,1027.55,1116.55,1610.55
28-Jun-22,1030.07,1119.07,1533.07
29-Jun-22,1013.2,1102.2,1311.2
30-Jun-22,1000.67,1089.67,1438.67
1-Jul-22,992.84,1081.84,1482.84
4-Jul-22,992.8,1081.8,1193.8
5-Jul-22,991.47,1080.47,1421.47
6-Jul-22,981.01,1070.01,1307.01
7-Jul-22,994.34,1083.34,1513.34
8-Jul-22,999.58,1088.58,1462.58
11-Jul-22,981.15,1070.15,1185.15
12-Jul-22,967.31,1056.31,1248.31
13-Jul-22,970.46,1059.46,1377.46
14-Jul-22,965.45,1054.45,1201.45
15-Jul-22,961.85,1050.85,1162.85
18-Jul-22,980.52,1069.52,1508.52
19-Jul-22,979.94,1068.94,1549.94
20-Jul-22,986.57,1075.57,1215.57
21-Jul-22,990.69,1079.69,1558.69
22-Jul-22,990.37,1079.37,1569.37
25-Jul-22,987.08,1076.08,1384.08
26-Jul-22,989.92,1078.92,1526.92
27-Jul-22,989.89,1078.89,1279.89
28-Jul-22,997.61,1086.61,1305.61
29-Jul-22,993.78,1082.78,1232.78
1-Aug-22,995.04,1084.04,1421.04
2-Aug-22,984.32,1073.32,1366.32
3-Aug-22,985.81,1074.81,1523.81
4-Aug-22,994.59,1083.59,1261.59
5-Aug-22,1002.87,1091.87,1529.87
8-Aug-22,1001.79,1090.79,1190.79
9-Aug-22,1001.69,1090.69,1339.69
10-Aug-22,997.2,1086.2,1469.2
11-Aug-22,1014.29,1103.29,1425.29
12-Aug-22,1016.83,1105.83,1456.83
15-Aug-22,1015,1104,1599
16-Aug-22,1014.22,1103.22,1435.22
17-Aug-22,1015.59,1104.59,1446.59
18-Aug-22,1009.58,1098.58,1250.58
19-Aug-22,1001.46,1090.46,1469.46
22-Aug-22,991.9,1080.9,1420.9
23-Aug-22,989.54,1078.54,1241.54
24-Aug-22,985.13,1074.13,1482.13
25-Aug-22,1003.44,1092.44,1591.44
26-Aug-22,1006.5,1095.5,1276.5
29-Aug-22,991.65,1080.65,1317.65
30-Aug-22,992.76,1081.76,1444.76
31-Aug-22,994.11,1083.11,1229.11
1-Sep-22,976.14,1065.14,1275.14
2-Sep-22,972.02,1061.02,1401.02
5-Sep-22,967.8,1056.8,1355.8
6-Sep-22,965.24,1054.24,1169.24
7-Sep-22,956.51,1045.51,1386.51
8-Sep-22,957.22,1046.22,1478.22
9-Sep-22,970.29,1059.29,1388.29
12-Sep-22,979.05,1068.05,1351.05
13-Sep-22,979.91,1068.91,1424.91
14-Sep-22,962.55,1051.55,1419.55
15-Sep-22,958.58,1047.58,1477.58
16-Sep-22,944.12,1033.12,1248.12
19-Sep-22,938.53,1027.53,1286.53
20-Sep-22,946.17,1035.17,1150.17
21-Sep-22,932.08,1021.08,1444.08
22-Sep-22,922.61,1011.61,1504.61
23-Sep-22,905.84,994.84,1395.84
26-Sep-22,888.58,977.58,1099.58
27-Sep-22,891.89,980.89,1450.89
28-Sep-22,875.85,964.85,1239.85
29-Sep-22,873.29,962.29,1303.29
30-Sep-22,875.79,964.79,1308.79
3-Oct-22,876.15,965.15,1078.15
4-Oct-22,893.65,982.65,1237.65
5-Oct-22,909.52,998.52,1216.52
6-Oct-22,910.57,999.57,1335.57
7-Oct-22,897.74,986.74,1095.74
10-Oct-22,884.81,973.81,1119.81
11-Oct-22,864.66,953.66,1426.66
12-Oct-22,865.34,954.34,1363.34
13-Oct-22,854.53,943.53,1152.53
14-Oct-22,863.33,952.33,1413.33
17-Oct-22,865.77,954.77,1243.77
18-Oct-22,879.07,968.07,1100.07
19-Oct-22,865.91,954.91,1303.91
20-Oct-22,864.76,953.76,1334.76
21-Oct-22,865.04,954.04,1085.04
24-Oct-22,842.76,931.76,1329.76
25-Oct-22,844.51,933.51,1033.51
26-Oct-22,851.81,940.81,1205.81
27-Oct-22,859.47,948.47,1249.47
28-Oct-22,845.58,934.58,1203.58
31-Oct-22,848.16,937.16,1138.16
1-Nov-22,867.58,956.58,1389.58
2-Nov-22,873.02,962.02,1086.02
3-Nov-22,860.9,949.9,1155.9
4-Nov-22,884.98,973.98,1164.98
7-Nov-22,897.36,986.36,1433.36
8-Nov-22,900.02,989.02,1272.02
9-Nov-22,900.32,989.32,1420.32
10-Nov-22,889.6,978.6,1081.6
11-Nov-22,935.73,1024.73,1185.73
14-Nov-22,939.78,1028.78,1292.78
15-Nov-22,960.64,1049.64,1304.64
16-Nov-22,954.31,1043.31,1242.31
17-Nov-22,942.36,1031.36,1469.36
18-Nov-22,943.01,1032.01,1186.01
21-Nov-22,931.05,1020.05,1138.05
22-Nov-22,927.42,1016.42,1289.42
23-Nov-22,932.3,1021.3,1408.3
24-Nov-22,945.57,1034.57,1350.57
25-Nov-22,941.01,1030.01,1320.01
28-Nov-22,930.77,1019.77,1516.77
29-Nov-22,952.94,1041.94,1355.94
30-Nov-22,972.29,1061.29,1350.29
1-Dec-22,978.31,1067.31,1373.31
2-Dec-22,973.85,1062.85,1293.85
5-Dec-22,984.26,1073.26,1241.26
6-Dec-22,972.93,1061.93,1224.93
7-Dec-22,958.77,1047.77,1485.77
8-Dec-22,969.22,1058.22,1458.22
9-Dec-22,978.28,1067.28,1545.28
12-Dec-22,963.58,1052.58,1340.58
13-Dec-22,965.25,1054.25,1469.25
14-Dec-22,973.71,1062.71,1472.71
15-Dec-22,960.22,1049.22,1154.22
16-Dec-22,957.3,1046.3,1462.3
19-Dec-22,957.64,1046.64,1404.64
20-Dec-22,951.09,1040.09,1517.09
21-Dec-22,952.98,1041.98,1390.98
22-Dec-22,964.06,1053.06,1318.06
23-Dec-22,954.78,1043.78,1365.78
26-Dec-22,956.48,1045.48,1331.48
27-Dec-22,959.39,1048.39,1387.39
28-Dec-22,960.19,1049.19,1493.19
29-Dec-22,957.45,1046.45,1383.45
30-Dec-22,956.38,1045.38,1256.38
2-Jan-23,956.12,1045.12,1458.12
3-Jan-23,962.57,1051.57,1288.57
4-Jan-23,974.22,1063.22,1282.22
5-Jan-23,984.01,1073.01,1507.01
6-Jan-23,988.68,1077.68,1439.68
9-Jan-23,1013.5,1102.5,1238.5
10-Jan-23,1014.02,1103.02,1543.02
11-Jan-23,1016.85,1105.85,1412.85
12-Jan-23,1018.31,1107.31,1521.31
13-Jan-23,1029.85,1118.85,1540.85
16-Jan-23,1030.91,1119.91,1293.91
17-Jan-23,1027.38,1116.38,1415.38
18-Jan-23,1030.06,1119.06,1543.06
19-Jan-23,1027.91,1116.91,1463.91
20-Jan-23,1036.24,1125.24,1247.24
23-Jan-23,1038.68,1127.68,1417.68
24-Jan-23,1039.2,1128.2,1249.2
25-Jan-23,1041.26,1130.26,1579.26
26-Jan-23,1052.46,1141.46,1451.46
27-Jan-23,1051.19,1140.19,1249.19
30-Jan-23,1044,1133,1445
31-Jan-23,1031.5,1120.5,1609.5
1-Feb-23,1042.79,1131.79,1252.79
2-Feb-23,1045.56,1134.56,1282.56
3-Feb-23,1038.72,1127.72,1280.72
6-Feb-23,1014.49,1103.49,1338.49
7-Feb-23,1015.51,1104.51,1587.51
8-Feb-23,1020.58,1109.58,1502.58
9-Feb-23,1024.51,1113.51,1236.51
10-Feb-23,1013.67,1102.67,1583.67
13-Feb-23,1013.53,1102.53,1553.53
14-Feb-23,1014.49,1103.49,1263.49
15-Feb-23,1004.87,1093.87,1319.87
16-Feb-23,1011.14,1100.14,1513.14
17-Feb-23,999.42,1088.42,1441.42
20-Feb-23,1005.21,1094.21,1197.21
21-Feb-23,995.19,1084.19,1442.19
22-Feb-23,982.06,1071.06,1289.06
23-Feb-23,987.74,1076.74,1406.74
24-Feb-23,971.87,1060.87,1470.87
27-Feb-23,967.25,1056.25,1540.25
28-Feb-23,964.01,1053.01,1418.01
1-Mar-23,984.19,1073.19,1222.19
2-Mar-23,980.05,1069.05,1249.05
3-Mar-23,988.03,1077.03,1348.03
6-Mar-23,993.74,1082.74,1573.74
7-Mar-23,988.38,1077.38,1280.38
8-Mar-23,978.07,1067.07,1511.07
9-Mar-23,968.39,1057.39,1195.39
10-Mar-23,955.28,1044.28,1153.28
13-Mar-23,961.5,1050.5,1451.5
14-Mar-23,945.12,1034.12,1216.12
15-Mar-23,946.87,1035.87,1412.87
16-Mar-23,941.35,1030.35,1339.35
17-Mar-23,951.56,1040.56,1202.56
20-Mar-23,942.98,1031.98,1156.98
21-Mar-23,952.46,1041.46,1298.46
22-Mar-23,961.48,1050.48,1209.48
23-Mar-23,977.78,1066.78,1531.78
24-Mar-23,972.18,1061.18,1340.18
27-Mar-23,964.01,1053.01,1295.01
28-Mar-23,970.69,1059.69,1338.69
29-Mar-23,980.14,1069.14,1208.14
30-Mar-23,985.77,1074.77,1569.77
31-Mar-23,990.28,1079.28,1427.28
3-Apr-23,989.19,1078.19,1385.19
4-Apr-23,987.62,1076.62,1206.62
5-Apr-23,987.85,1076.85,1480.85
6-Apr-23,984.43,1073.43,1431.43
7-Apr-23,987.07,1076.07,1553.07
10-Apr-23,988.68,1077.68,1206.68
11-Apr-23,996.25,1085.25,1565.25
12-Apr-23,993.58,1082.58,1267.58
13-Apr-23,997.03,1086.03,1464.03
14-Apr-23,1000.49,1089.49,1441.49
17-Apr-23,1003.78,1092.78,1544.78
18-Apr-23,1000.55,1089.55,1263.55
19-Apr-23,990.37,1079.37,1203.37
20-Apr-23,989.79,1078.79,1534.79
21-Apr-23,980.74,1069.74,1249.74
24-Apr-23,977.38,1066.38,1438.38
25-Apr-23,965.6,1054.6,1546.6
26-Apr-23,967.85,1056.85,1462.85
27-Apr-23,972.19,1061.19,1434.19
28-Apr-23,977.05,1066.05,1239.05
1-May-23,976.74,1065.74,1264.74
2-May-23,973.94,1062.94,1496.94
3-May-23,969.62,1058.62,1339.62
4-May-23,976.36,1065.36,1345.36
5-May-23,981.66,1070.66,1476.66
8-May-23,989.44,1078.44,1241.44
9-May-23,982.24,1071.24,1365.24
10-May-23,979.64,1068.64,1389.64
11-May-23,977.82,1066.82,1483.82
12-May-23,973,1062,1392
15-May-23,977.48,1066.48,1338.48
16-May-23,979.24,1068.24,1311.24
17-May-23,975.83,1064.83,1374.83
18-May-23,978.16,1067.16,1522.16
19-May-23,977.24,1066.24,1178.24
22-May-23,983.27,1072.27,1365.27
23-May-23,978.6,1067.6,1421.6
24-May-23,970.91,1059.91,1534.91
25-May-23,964.01,1053.01,1342.01
26-May-23,972.86,1061.86,1385.86
29-May-23,971.75,1060.75,1207.75
30-May-23,970.32,1059.32,1470.32
31-May-23,958.53,1047.53,1169.53
1-Jun-23,961.8,1050.8,1180.8
2-Jun-23,984.36,1073.36,1227.36
5-Jun-23,986.69,1075.69,1202.69
6-Jun-23,988.49,1077.49,1275.49
7-Jun-23,995.41,1084.41,1295.41
8-Jun-23,994.08,1083.08,1259.08
9-Jun-23,1002.33,1091.33,1240.33
12-Jun-23,1003.14,1092.14,1339.14
13-Jun-23,1013.25,1102.25,1389.25
14-Jun-23,1014.91,1103.91,1465.91
15-Jun-23,1023.59,1112.59,1595.59
16-Jun-23,1030.03,1119.03,1252.03
19-Jun-23,1023.42,1112.42,1357.42
20-Jun-23,1013.24,1102.24,1272.24
21-Jun-23,1004.27,1093.27,1453.27
22-Jun-23,1001.14,1090.14,1418.14
23-Jun-23,991.91,1080.91,1377.91
26-Jun-23,989.27,1078.27,1338.27
27-Jun-23,995.02,1084.02,1274.02
28-Jun-23,992.06,1081.06,1397.06
29-Jun-23,987.07,1076.07,1284.07
30-Jun-23,989.48,1078.48,1427.48
3-Jul-23,1005.11,1094.11,1214.11
4-Jul-23,1008.05,1097.05,1324.05
5-Jul-23,1001.12,1090.12,1441.12
6-Jul-23,984.69,1073.69,1351.69
7-Jul-23,980.66,1069.66,1206.66
10-Jul-23,981.88,1070.88,1279.88
11-Jul-23,994.89,1083.89,1411.89
12-Jul-23,1005.55,1094.55,1343.55
13-Jul-23,1020.53,1109.53,1384.53
14-Jul-23,1028.49,1117.49,1240.49
17-Jul-23,1027.77,1116.77,1478.77
18-Jul-23,1022.12,1111.12,1477.12
19-Jul-23,1019.59,1108.59,1374.59
20-Jul-23,1018.06,1107.06,1517.06
21-Jul-23,1014.58,1103.58,1490.58
24-Jul-23,1013.45,1102.45,1427.45
25-Jul-23,1032.26,1121.26,1539.26
26-Jul-23,1031.88,1120.88,1397.88
27-Jul-23,1035.15,1124.15,1303.15
28-Jul-23,1043.2,1132.2,1504.2
31-Jul-23,1046.91,1135.91,1447.91
1-Aug-23,1043.09,1132.09,1516.09
2-Aug-23,1020,1109,1214
3-Aug-23,1015.81,1104.81,1482.81
4-Aug-23,1018.02,1107.02,1573.02
7-Aug-23,1016.31,1105.31,1385.31
8-Aug-23,1003.71,1092.71,1373.71
9-Aug-23,1008.42,1097.42,1346.42
10-Aug-23,1008.34,1097.34,1212.34
11-Aug-23,997.72,1086.72,1228.72
14-Aug-23,986.28,1075.28,1226.28
15-Aug-23,981.8,1070.8,1502.8
16-Aug-23,975.77,1064.77,1316.77
17-Aug-23,973.86,1062.86,1502.86
18-Aug-23,964.44,1053.44,1342.44
21-Aug-23,959.79,1048.79,1474.79
22-Aug-23,966.69,1055.69,1420.69
23-Aug-23,970.2,1059.2,1285.2
24-Aug-23,982.31,1071.31,1569.31
25-Aug-23,971.04,1060.04,1168.04
28-Aug-23,978.09,1067.09,1412.09
29-Aug-23,987.59,1076.59,1341.59
30-Aug-23,988.3,1077.3,1403.3
31-Aug-23,980.33,1069.33,1393.33
1-Sep-23,985.68,1074.68,1409.68
4-Sep-23,995.5,1084.5,1261.5
5-Sep-23,985.84,1074.84,1224.84
6-Sep-23,981.43,1070.43,1279.43
7-Sep-23,973.59,1062.59,1167.59
8-Sep-23,973.86,1062.86,1344.86
11-Sep-23,977.5,1066.5,1277.5
12-Sep-23,975.72,1064.72,1302.72
13-Sep-23,974.56,1063.56,1317.56
14-Sep-23,982.11,1071.11,1293.11
15-Sep-23,984.99,1073.99,1284.99
18-Sep-23,976.17,1065.17,1484.17
19-Sep-23,974.5,1063.5,1274.5
20-Sep-23,970.87,1059.87,1171.87
21-Sep-23,956.25,1045.25,1356.25
22-Sep-23,964.24,1053.24,1264.24
25-Sep-23,957.41,1046.41,1512.41
26-Sep-23,947.18,1036.18,1410.18
27-Sep-23,948.25,1037.25,1428.25
28-Sep-23,944.08,1033.08,1390.08
29-Sep-23,952.78,1041.78,1234.78
2-Oct-23,951.49,1040.49,1387.49
3-Oct-23,939.16,1028.16,1495.16
4-Oct-23,927.86,1016.86,1118.86
5-Oct-23,930.23,1019.23,1195.23
6-Oct-23,937.34,1026.34,1367.34
